SCC001,Veg Soup, veg ,Veg Hot & Sour Soup,75,https://rahool.in/temp/sct/src/webp/1sw_Veg Hot & Sour Soup.webp,
SCC049,Noodles (Non Veg),non veg,Chicken Schezwan Noodles - F,150,https://i2.wp.com/www.funloveandcooking.com/wp-content/uploads/2015/07/Schezwan-Noodles-Recipe-funloveandcooking.com-.jpg?resize=600%2C780,,src/webp/49sw_Chicken Schezwan Noodles - F.webp
SCC050,Noodles (Non Veg),non veg,Chicken Chop Suey,190,https://www.licious.in/blog/wp-content/uploads/2021/01/American-Chopsuey.jpg,,src/webp/50sw_Chicken Chop Suey.webp
SCC051,Noodles (Non Veg),non veg,Egg Noodles - H,60,https://www.licious.in/blog/wp-content/uploads/2020/12/Egg-Noodles-min.jpg,,src/webp/51sw_Egg Noodles - H.webp
SCC052,Noodles (Non Veg),non veg,Egg Noodles - F,120,https://www.indianhealthyrecipes.com/wp-content/uploads/2022/07/egg-fried-noodles.jpg,,src/webp/52sw_Egg Noodles - F.webp
SCC053,Noodles (Veg),veg,Veg Hakka Noodles - H,50,https://www.indianhealthyrecipes.com/wp-content/uploads/2021/07/hakka-noodles-recipe.jpg,,src/webp/53sw_Veg Hakka Noodles - H.webp
SCC054,Noodles (Veg),veg,Veg Hakka Noodles - F,90,https://shwetainthekitchen.com/wp-content/uploads/2020/07/IMG_0100.jpg,,src/webp/54sw_Veg Hakka Noodles - F.webp
SCC055,Noodles (Veg),veg,Veg Hakka Noodles Schezwan - H,60,https://www.cookwithmanali.com/wp-content/uploads/2021/08/Schezwan-Noodles.jpg,,src/webp/55sw_Veg Hakka Noodles Schezwan - H.webp
SCC056,Noodles (Veg),veg,Veg Hakka Noodles Schezwan - F,100,https://img.freepik.com/premium-photo/schezwan-noodles-szechwan-vegetable-hakka-noodles-chow-mein-is-popular-indo-chinese-recipes-served-bowl-plate-with-wooden-chopsticks_466689-74772.jpg?w=2000,,src/webp/56sw_Veg Hakka Noodles Schezwan - F.webp
SCC057,Noodles (Veg),veg,Veg Hongkong Noodles - H,60,https://i0.wp.com/thefatguysonline.com/wp-content/uploads/2020/12/Hong_Kong_Veg_Noodles_600x600.png?fit=600%2C600&ssl=1,,src/webp/57sw_Veg Hongkong Noodles - H.webp
SCC058,Noodles (Veg),veg,Veg Hongkong Noodles - F,100,https://www.sailusfood.com/wp-content/uploads/2010/05/vegetable-hong-kong-spiced-noodles.jpg,,src/webp/58sw_Veg Hongkong Noodles - F.webp
SCC059,Noodles (Veg),veg,Mushroom Noodles - H,70,https://www.honeywhatscooking.com/wp-content/uploads/2020/09/Garlic-Mushroom-Noodles61-2.jpg,,src/webp/59sw_Mushroom Noodles - H.webp
SCC060,Noodles (Veg),veg,Mushroom Noodles - F,130,https://therecipecritic.com/wp-content/uploads/2018/09/Garlic-Mushroom-Noodles-1.jpg,,src/webp/60sw_Mushroom Noodles - F.webp
SCC061,Noodles (Veg),veg,Paneer Noodles - H,80,https://s3-eu-west-1.amazonaws.com/s3-gousto-production-media/cms/mood-image/2353---10-Min-Spicy-Chilli-Paneer-Noodles-0971-1571154475632.jpg,,src/webp/61sw_Paneer Noodles - H.webp
SCC062,Noodles (Veg),veg,Paneer Noodles - F,140,https://herbivorecucina.com/wp-content/uploads/2015/06/Paneer-Chili-Noodles-2-819x1024.jpg,,src/webp/62sw_Paneer Noodles - F.webp
SCC063,Noodles (Veg),veg,Veg Mix Noodles - H,100,https://www.vegrecipesofindia.com/wp-content/uploads/2018/09/vegetable-noodles.jpg,"""Mushroom"," Paneer & Baby Corn""",src/webp/63sw_Veg Mix Noodles - H.webp
SCC064,Noodles (Veg),veg,Veg Mix Noodles - F,160,https://www.indianhealthyrecipes.com/wp-content/uploads/2022/02/veg-noodles-vegetable-noodles.jpg,"""Mushroom"," Paneer & Baby Corn""",src/webp/64sw_Veg Mix Noodles - F.webp
SCC065,Noodles (Veg),veg,Veg Hot Garlic Noodles - H,60,https://myfoodstory.com/wp-content/uploads/2020/09/Chilli-Garlic-Noodles-3.jpg,,src/webp/65sw_Veg Hot Garlic Noodles - H.webp
SCC066,Noodles (Veg),veg,Veg Hot Garlic Noodles - F,100,https://www.whiskaffair.com/wp-content/uploads/2020/02/Chilli-Garlic-Noodles-2-3.jpg,,src/webp/66sw_Veg Hot Garlic Noodles - F.webp
SCC067,Noodles (Veg),veg,Paneer Hot Garlic Noodles - H,80,https://someindiangirl.com/wp-content/uploads/2021/01/chilli-paneer-noodles-1-of-1-500x500.jpg,,src/webp/67sw_Paneer Hot Garlic Noodles - H.webp
SCC068,Noodles (Veg),veg,Paneer Hot Garlic Noodles - F,140,https://cdn.tarladalal.com/members/9306/procstepimgs/chilli-garlic-noodles-(11)-11-188874.jpg,,src/webp/68sw_Paneer Hot Garlic Noodles - F.webp
SCC069,Rice (Veg),veg,Veg Fry Rice - H,60,https://i.ytimg.com/vi/6lTV0CoclK4/maxresdefault.jpg,,src/webp/69sw_Veg Fry Rice - H.webp
SCC070,Rice (Veg),veg,Veg Fry Rice - F,110,https://recipesofhome.com/wp-content/uploads/2020/06/veg-fried-rice-recipe.jpg,,src/webp/70sw_Veg Fry Rice - F.webp
SCC071,Rice (Veg),veg,Veg Mix Fry Rice - H,80,https://www.seriouseats.com/thmb/tuMCogfAOy2zNdVqE7ydUwuru9Q=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/easy-vegetable-fried-rice-recipe-hero-2-fed2a62b8bce4c51b945d9c24c2edb68.jpg,,src/webp/71sw_Veg Mix Fry Rice - H.webp
SCC072,Rice (Veg),veg,Veg Mix Fry Rice - F,150,https://www.whiskaffair.com/wp-content/uploads/2018/11/Vegetable-Fried-Rice-2-3.jpg,,src/webp/72sw_Veg Mix Fry Rice - F.webp
SCC073,Rice (Veg),veg,Mushroom Fry Rice - H,80,https://shwetainthekitchen.com/wp-content/uploads/2020/12/Spicy-Mushroom-Fried-Rice.jpg,,src/webp/73sw_Mushroom Fry Rice - H.webp
SCC074,Rice (Veg),veg,Mushroom Fry Rice - F,160,https://gastroplant.com/wp-content/uploads/2020/02/2002_Vegan-Mushroom-Fried-Rice_550.jpg,,src/webp/74sw_Mushroom Fry Rice - F.webp
SCC075,Rice (Veg),veg,Veg Hot Garlic Fry Rice - H,70,https://www.kitchengidget.com/wp-content/uploads/2021/10/Garlic-Fried-Rice-recipe.jpg,,src/webp/75sw_Veg Hot Garlic Fry Rice - H.webp
SCC076,Rice (Veg),veg,Veg Hot Garlic Fry Rice - F,130,https://www.vegrecipesofindia.com/wp-content/uploads/2016/08/burnt-garlic-fried-rice-recipe-1.jpg,,src/webp/76sw_Veg Hot Garlic Fry Rice - F.webp
SCC077,Rice (Veg),veg,Veg Brown Fry Rice - H,80,https://www.watchwhatueat.com/wp-content/uploads/2019/04/Healthy-Fried-Brown-Rice-6.jpg,,src/webp/77sw_Veg Brown Fry Rice - H.webp
SCC078,Rice (Veg),veg,Veg Brown Fry Rice - F,150,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Shaheen_Ali/VEGETABLE_FRIED_BROWN_RICE.jpg,,src/webp/78sw_Veg Brown Fry Rice - F.webp
SCC079,Rice (Veg),veg,Veg Schezwan Fry Rice - H,80,https://www.vegrecipesofindia.com/wp-content/uploads/2021/02/schezwan-fried-rice-recipe-3.jpg,,src/webp/79sw_Veg Schezwan Fry Rice - H.webp
SCC080,Rice (Veg),veg,Veg Schezwan Fry Rice - F,140,https://www.whiskaffair.com/wp-content/uploads/2020/03/Schezwan-Fried-Rice-1-3.jpg,,src/webp/80sw_Veg Schezwan Fry Rice - F.webp
SCC081,Rice (Veg),veg,Veg Hongkong Fry Rice - H,80,https://order.yammyfoods.in/wp-content/uploads/2021/07/Hong-Kong-Fried-Rice.jpg,,src/webp/81sw_Veg Hongkong Fry Rice - H.webp
SCC082,Rice (Veg),veg,Veg Hongkong Fry Rice - F,140,https://s3-ap-south-1.amazonaws.com/betterbutterbucket-silver/usha-bhat20180627163640216.jpeg,,src/webp/82sw_Veg Hongkong Fry Rice - F.webp
SCC083,Rice (Veg),veg,Kashmiri Pulao,170,https://www.vegrecipesofindia.com/wp-content/uploads/2021/06/kashmiri-pulao-3-500x500.jpg,,src/webp/83sw_Kashmiri Pulao.webp
SCC084,Rice (Veg),veg,Jeera Rice - H,60,https://www.whiskaffair.com/wp-content/uploads/2021/06/Jeera-Rice-2-3-1.jpg,,src/webp/84sw_Jeera Rice - H.webp
SCC085,Rice (Veg),veg,Jeera Rice - F,95,https://myfoodstory.com/wp-content/uploads/2018/07/Perfect-Jeera-Rice-Indian-Cumin-Rice-4.jpg,,src/webp/85sw_Jeera Rice - F.webp
SCC086,Rice (Veg),veg,Plain Rice,60,https://img.freepik.com/free-photo/cooked-plain-white-basmati-rice-steamed-rice-bowl_466689-74933.jpg?w=2000,,src/webp/86sw_Plain Rice.webp
SCC087,Rice (Veg),veg,Veg Pulao,120,https://4.bp.blogspot.com/-qWzc-7lpAXk/WIEb8Z55zmI/AAAAAAAACdE/iewzgRqTP2Q-TdRenIB3zLueuE9rW2nIQCLcB/s1600/vegetable%2Bpulao.JPG,,src/webp/87sw_Veg Pulao.webp
SCC088,Rice (Veg),veg,Veg Biryani,140,https://www.ruchiskitchen.com/wp-content/uploads/2019/01/Shahi-Veg-Biryani-Recipe-01.jpg,,src/webp/88sw_Veg Biryani.webp
SCC089,Rice (Non-Veg),non veg,Chicken Biryani (2PC),190,https://geekrobocook.com/wp-content/uploads/2021/05/Muradabadi-chicken-biryani-1200x900.jpg,,src/webp/89sw_Chicken Biryani (2PC).webp
SCC090,Rice (Non-Veg),non veg,Egg Biryani,140,https://spicecravings.com/wp-content/uploads/2020/10/Egg-Biryani-3.jpg,,src/webp/90sw_Egg Biryani.webp
SCC091,Rice (Non-Veg),non veg,Egg Fry Rice - H,80,https://www.indianhealthyrecipes.com/wp-content/uploads/2021/07/egg-fried-rice-spicy.jpg,,src/webp/91sw_Egg Fry Rice - H.webp
SCC092,Rice (Non-Veg),non veg,Egg Fry Rice - F,140,https://www.whiskaffair.com/wp-content/uploads/2017/11/Schezwan-Egg-Fried-Rice-3.jpg,,src/webp/92sw_Egg Fry Rice - F.webp
SCC093,Rice (Non-Veg),non veg,Chicken Fry Rice - H,80,https://www.simplyrecipes.com/thmb/RrIT5GcxpHru0ZHis39-wyXADNg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__simply_recipes__uploads__2017__12__2017-12-Chicken-Fried-Rice-3-c98348ac2e4545d9a3e637a780f09b70.jpg,,src/webp/93sw_Chicken Fry Rice - H.webp
SCC094,Rice (Non-Veg),non veg,Chicken Fry Rice - F,150,https://www.funfoodfrolic.com/wp-content/uploads/2021/10/Fried-Rice-Blog-Thumbnail.jpg,,src/webp/94sw_Chicken Fry Rice - F.webp
SCC095,Rice (Non-Veg),non veg,Mix Fry Rice Chicken Egg - H,100,https://www.averiecooks.com/wp-content/uploads/2016/02/chickenfriedrice-12.jpg,,src/webp/95sw_Mix Fry Rice Chicken Egg - H.webp
SCC096,Rice (Non-Veg),non veg,Mix Fry Rice Chicken Egg - F,180,https://food-images.files.bbci.co.uk/food/recipes/chicken_egg_fried_rice_50450_16x9.jpg,,src/webp/96sw_Mix Fry Rice Chicken Egg - F.webp
SCC097,Tandoori (Non-Veg),non veg,Chicken Tandoori (2PC),170,https://www.indianhealthyrecipes.com/wp-content/uploads/2014/09/tandoori-chicken-500x500.jpg,,src/webp/97sw_Chicken Tandoori (2PC).webp
SCC098,Tandoori (Non-Veg),non veg,Chicken Tandoori (4PC),320,https://www.whiskaffair.com/wp-content/uploads/2021/04/Tandoori-Chicken-2-3.jpg,,src/webp/98sw_Chicken Tandoori (4PC).webp
SCC099,Tandoori (Non-Veg),non veg,Chicken Tikka (8PC),170,https://www.indianhealthyrecipes.com/wp-content/uploads/2022/06/chicken-tikka-kebab.jpg,,src/webp/99sw_Chicken Tikka (8PC).webp
SCC100,Tandoori (Non-Veg),non veg,Chicken Malai Tikka (8PC),200,https://www.cookwithnabeela.com/wp-content/uploads/2022/04/Malai_Tikka_Web_1-500x500.jpg,,src/webp/100sw_Chicken Malai Tikka (8PC).webp
SCC101,Tandoori (Non-Veg),non veg,Chicken Reshmi Kabab (8PC),180,https://i0.wp.com/blendofspicesbysara.com/wp-content/uploads/2021/04/PXL_20210403_202602593.PORTRAIT-01.jpeg?w=800&ssl=1,,src/webp/101sw_Chicken Reshmi Kabab (8PC).webp
SCC102,Tandoori (Non-Veg),non veg,Punjabi Murg Kabab (4PC),210,https://1.bp.blogspot.com/-bW85RHP1yvI/YCeOLI0Sg2I/AAAAAAAAAzs/CEGXCACQa0oBZ67wQr5SDTXIdr0pood7gCLcBGAsYHQ/s1099/tikka.jpg,,src/webp/102sw_Punjabi Murg Kabab (4PC).webp
SCC103,Tandoori (Non-Veg),non veg,Chicken Afgani Kabab (4PC),200,https://somethingiscooking.com/wp-content/uploads/2016/04/Afghani-Chicken-Kebabs2.jpg,,src/webp/103sw_Chicken Afgani Kabab (4PC).webp
SCC104,Tandoori (Non-Veg),non veg,Chicken Leg Kabab (1PC),90,https://thumbs.dreamstime.com/b/chicken-tangdi-kabab-delicious-melt-mouth-appetizer-prepared-soft-moist-marinated-aromatic-indian-spices-selective-225928254.jpg,,src/webp/104sw_Chicken Leg Kabab (1PC).webp
SCC105,Tandoori (Non-Veg),non veg,Chatpata Murg Kabab (4PC),230,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2021/Murgh_Malai_Kebab_Recipe_Chicken_Malai_Kebab_1.jpg,,src/webp/105sw_Chatpata Murg Kabab (4PC).webp
SCC106,Tandoori (Veg),veg,Paneer Tikka (8PC),180,https://www.krumpli.co.uk/wp-content/uploads/2021/09/Paneer-Tikka-Kebabs-04.jpg,,src/webp/106sw_Paneer Tikka (8PC).webp
SCC107,Tandoori (Veg),veg,Paneer Malai Tikka (8PC),190,https://i.ytimg.com/vi/yIDnDMe9Dbk/maxresdefault.jpg,,src/webp/107sw_Paneer Malai Tikka (8PC).webp
SCC108,Tandoori (Veg),veg,Paneer Hyderabadi Tikka (8PC),190,https://hyderabadibiryaniandbbq.com/wp-content/uploads/2021/06/Paneer-Tikka.jpg,,src/webp/108sw_Paneer Hyderabadi Tikka (8PC).webp
SCC109,Tandoori (Veg),veg,Haryali Paneer Tikka (8PC),190,http://s3.amazonaws.com/appforest_uf/f1553077582027x256878919194545760/Hariyali%20Paneer%20Tikka.jpg,,src/webp/109sw_Haryali Paneer Tikka (8PC).webp
SCC110,Roti (Tandoor),Bread,Tandoori Roti,10,https://www.cookwithmanali.com/wp-content/uploads/2021/07/Tandoori-Roti.jpg,,src/webp/110sw_Tandoori Roti.webp
SCC111,Roti (Tandoor),Bread,Butter Roti,15,https://skydecklounge.in/wp-content/uploads/2022/01/Tandoori-Roti-Butter.jpg,,src/webp/111sw_Butter Roti.webp
SCC112,Roti (Tandoor),Bread,Naan,25,https://www.vegrecipesofindia.com/wp-content/uploads/2013/07/naan-recipe-2-500x375.jpg,,src/webp/112sw_Naan.webp
SCC113,Roti (Tandoor),Bread,Butter Naan,30,https://www.cookwithmanali.com/wp-content/uploads/2014/11/Soft-Homemade-Naan.jpg,,src/webp/113sw_Butter Naan.webp
SCC114,Roti (Tandoor),Bread,Masala Naan,50,http://www.yummyfoodrecipes.in/resources/picture/org/Masala-Paneer-Naan.jpg,,not found
SCC115,Roti (Tandoor),Bread,Paneer Naan,70,https://www.foodandwine.com/thmb/84o5Uc_bA1nNL7zzBUhq5VReTb8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/200808-xl-paneer-naan-2000-759194d486954275a830836fe65dfb40.jpg,,src/webp/115sw_Paneer Naan.webp
SCC116,Roti (Tandoor),Bread,Garlic Naam,60,https://www.cookwithmanali.com/wp-content/uploads/2018/09/Garlic-Naan-500x375.jpg,,src/webp/116sw_Garlic Naam.webp
SCC117,Roti (Tandoor),Bread,Cheese Naan,80,https://www.cookwithkushi.com/wp-content/uploads/2016/08/IMG_2320_-1.jpg,,src/webp/117sw_Cheese Naan.webp
SCC118,Roti (Tandoor),Bread,Cheese Garlic Naan,85,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sneha-archanaskitchen.com/Cheese_Garlic_Naan_Recipe_.jpg,,src/webp/118sw_Cheese Garlic Naan.webp
SCC119,Roti (Tandoor),Bread,Kulcha,25,https://www.vegrecipesofindia.com/wp-content/uploads/2018/10/kulcha-recipe-1-500x500.jpg,,src/webp/119sw_Kulcha.webp
SCC120,Roti (Tandoor),Bread,Butter Kulcha,30,https://www.vegrecipesofindia.com/wp-content/uploads/2013/06/kulcha-1a.jpg,,src/webp/120sw_Butter Kulcha.webp
SCC121,Roti (Tandoor),Bread,Masala Kulcha,50,https://www.viniscookbook.com/wp-content/uploads/2018/10/first-para-4.jpg,,src/webp/121sw_Masala Kulcha.webp
SCC122,Roti (Tandoor),Bread,Paneer Kulcha,60,https://www.cookingcarnival.com/wp-content/uploads/2015/07/Paneer-kulcha-4.jpg,,src/webp/122sw_Paneer Kulcha.webp
SCC123,Indian (Veg),veg,Mix Veg - H,80,https://i0.wp.com/vegecravings.com/wp-content/uploads/2018/02/Mix-Veg-Recipe-Step-By-Step-Instructions.jpg?fit=2349%2C1944&quality=65&strip=all&ssl=1,,src/webp/123sw_Mix Veg - H.webp
SCC124,Indian (Veg),veg,Mix Veg - F,130,https://i.ytimg.com/vi/1DmjVZix0vg/maxresdefault.jpg,,src/webp/124sw_Mix Veg - F.webp
SCC125,Indian (Veg),veg,Mushroom Masala,160,https://ministryofcurry.com/wp-content/uploads/2020/02/mushroom-masala-1-2.jpg,,src/webp/125sw_Mushroom Masala.webp
SCC126,Indian (Veg),veg,Mushroom Kadai,160,https://www.indianhealthyrecipes.com/wp-content/uploads/2022/02/kadai-mushroom-recipe-500x500.jpg,,src/webp/126sw_Mushroom Kadai.webp
SCC127,Indian (Veg),veg,Baby Corn Masala,160,https://www.vegrecipesofindia.com/wp-content/uploads/2013/12/baby-corn-masala-recipe-1-500x500.jpg,,src/webp/127sw_Baby Corn Masala.webp
SCC128,Indian (Veg),veg,Baby Corn Butter Masala,170,https://vaya.in/recipes/wp-content/uploads/2018/11/Baby-Corn-Masala.jpg,,src/webp/128sw_Baby Corn Butter Masala.webp
SCC129,Indian (Veg),veg,Paneer Butter Masala - H,90,https://www.ruchiskitchen.com/wp-content/uploads/2020/12/Paneer-butter-masala-recipe-3-500x375.jpg,,src/webp/129sw_Paneer Butter Masala - H.webp
SCC130,Indian (Veg),veg,Paneer Butter Masala - F,160,https://www.vegrecipesofindia.com/wp-content/uploads/2020/01/paneer-butter-masala-5.jpg,,src/webp/130sw_Paneer Butter Masala - F.webp
SCC131,Indian (Veg),veg,Paneer Kadai,160,https://www.cubesnjuliennes.com/wp-content/uploads/2020/03/Best-Kadai-Paneer-Recipe.jpg,,src/webp/131sw_Paneer Kadai.webp
SCC132,Indian (Veg),veg,Paneer Handi,160,https://www.cookclickndevour.com/wp-content/uploads/2017/03/paneer-handi-recipe-c.jpg,,src/webp/132sw_Paneer Handi.webp
SCC133,Indian (Veg),veg,Paneer Punjabi,170,https://cdn.tarladalal.com/members/9306/procstepimgs/paneer-masala-(22)-12-189004.jpg,,src/webp/133sw_Paneer Punjabi.webp
SCC134,Indian (Veg),veg,Paneer Lababdar,170,https://cookingfromheart.com/wp-content/uploads/2015/11/m_IMG_20210619_163142-01.jpg,,src/webp/134sw_Paneer Lababdar.webp
SCC135,Indian (Veg),veg,Dal Makhni,110,https://www.indianhealthyrecipes.com/wp-content/uploads/2022/02/dal-makhani-recipe.jpg,,src/webp/135sw_Dal Makhni.webp
SCC136,Indian (Veg),veg,Veg Jalfrezi,170,https://www.cookwithmanali.com/wp-content/uploads/2019/10/Vegetable-Jalfrezi-500x375.jpg,,src/webp/136sw_Veg Jalfrezi.webp
SCC137,Indian (Veg),veg,Paneer Korma,180,https://staticfanpage.akamaized.net/wp-content/uploads/sites/22/2021/06/paneer-korma-1200x675.jpg,,src/webp/137sw_Paneer Korma.webp
SCC138,Indian (Veg),veg,Paneer Tikka Butter Masala (8PC),190,https://www.cookwithmanali.com/wp-content/uploads/2014/04/Paneer-Tikka-Masala-500x500.jpg,,src/webp/138sw_Paneer Tikka Butter Masala (8PC).webp
SCC139,Indian (Non-Veg),non-veg,Chicken Curry (2PC),155,https://www.indianhealthyrecipes.com/wp-content/uploads/2021/07/chicken-curry-recipe.jpg,,src/webp/139sw_Chicken Curry (2PC).webp
SCC140,Indian (Non-Veg),non-veg,Chicken Masala (2PC),160,https://www.whiskaffair.com/wp-content/uploads/2021/01/Chicken-Masala-2-3-1.jpg,,src/webp/140sw_Chicken Masala (2PC).webp
SCC141,Indian (Non-Veg),non-veg,Chicken Kadai (2PC),160,https://myfoodstory.com/wp-content/uploads/2021/09/karahi-chicken-kadai-chicken-1.jpg,,src/webp/141sw_Chicken Kadai (2PC).webp
SCC142,Indian (Non-Veg),non-veg,Chicken Handi (2PC),160,https://kfoods.com/images1/newrecipeicon/chicken-handi_10645.jpg,,src/webp/142sw_Chicken Handi (2PC).webp
SCC143,Indian (Non-Veg),non-veg,Chicken Punjabi (2PC),165,https://www.deliciousmagazine.co.uk/wp-content/uploads/2021/01/Chicken_Curry-768.jpg,,src/webp/143sw_Chicken Punjabi (2PC).webp
SCC144,Indian (Non-Veg),non-veg,Chicken Lababdar (2PC),210,https://ranveerbrar.com/wp-content/uploads/2022/05/Chicken-lababdar.jpg,,src/webp/144sw_Chicken Lababdar (2PC).webp
SCC145,Indian (Non-Veg),non-veg,Chicken Chatpata (2PC),160,https://i.ytimg.com/vi/WkVS0JZHfTg/maxresdefault.jpg,,src/webp/145sw_Chicken Chatpata (2PC).webp
SCC146,Indian (Non-Veg),non-veg,Chicken Butter Masala (2PC),160,https://www.indianhealthyrecipes.com/wp-content/uploads/2022/07/chicken-butter-masala-recipe.jpg,,src/webp/146sw_Chicken Butter Masala (2PC).webp
SCC147,Indian (Non-Veg),non-veg,Chicken Tikka Butter Masala (8PC),210,https://www.cubesnjuliennes.com/wp-content/uploads/2018/07/Chicken-Tikka-Masalaa-recipe.jpg,,src/webp/147sw_Chicken Tikka Butter Masala (8PC).webp
SCC148,Indian (Non-Veg),non-veg,Chicken Reshmi Butter Masala (8PC),210,https://i.ytimg.com/vi/gERZApH4-Bo/maxresdefault.jpg,,src/webp/148sw_Chicken Reshmi Butter Masala (8PC).webp
SCC149,Indian (Non-Veg),non-veg,Shanky Special Chicken (4PC),270,https://i0.wp.com/www.lizzielikes.com/wp-content/uploads/2020/05/special-chicken-10.jpg?fit=2000%2C1579&ssl=1,,src/webp/149sw_Shanky Special Chicken (4PC).webp
SCC150,Indian (Non-Veg),non-veg,Chicken Do-Pyaza (2PC),160,https://allchickenrecipe.com/wp-content/uploads/2020/11/Chicken-Do-Pyaza.jpg,,not found
